entity	יֵשׁוּת
evaporation	הִתְאַדּוּת
evaporation	הִתְנַדְּפוּת
widening	הִתְרַחֲבוּת
broadening	הִתְרַחֲבוּת
zymosis	תְּסִיסָה
zymolysis	תְּסִיסָה
fermentation	תְּסִיסָה
fermenting	תְּסִיסָה
ferment	תְּסִיסָה
majority	רֹב-מֻחְלָט
absolute majority	רֹב
absolute majority	רֹב-מֻחְלָט
coefficient	מְקַדֵּם
count	!סְעִיף
count	!סְפִירָה
factor	גּוֹרֵם
record	!שִׂיא
frequency	שְׁכִיחוּת-מֻחְלֶטֶת
absolute frequency	שְׁכִיחוּת-מֻחְלֶטֶת
liter	לִיטֶר
litre	לִיטֶר
l	לִיטֶר
cubic decimeter	לִיטֶר
cubic decimetre	לִיטֶר
byte	בַּיְט
byte	בַּיִת
candle	קַנְדֶּלָה
candela	נֵר
candela	קַנְדֶּלָה
cd	נֵר
cd	קַנְדֶּלָה
standard candle	נֵר
standard candle	קַנְדֶּלָה
league	!לִיגָה
nail	GAP!
finger	אֶצְבַּע
fingerbreadth	אֶצְבַּע
finger's breadth	אֶצְבַּע
meter	מֶטֶר
metre	מֶטֶר
m	מֶטֶר
lev	לֶב
penny	פֶּנִי
shekel	שֶׁקֶל
yen	יֶן
degree	מַעֲלָה
gram	גְּרָם
gramme	גְּרָם
gm	גְּרָם
g	גְּרָם
gram molecule	מוֹל
mole	מוֹל
mol	מוֹל
fraction	שֶׁבֶר
common fraction	שֶׁבֶר-פָּשׁוּט
simple fraction	שֶׁבֶר-פָּשׁוּט
quotient	מָנָה
divisor	!גּוֹרֵם
factor	!גּוֹרֵם
one-fourth	רֶבַע
fourth	רֶבַע
one-quarter	רֶבַע
quarter	רֶבַע
fourth part	רֶבַע
twenty-five percent	רֶבַע
quartern	רֶבַע
one-seventh	שְׁבִיעִית
seventh	שְׁבִיעִית
one-hundredth	מֵאִית
hundredth	מֵאִית
one percent	מֵאִית
nothing	אֶפֶס
nothing	אַיִן
nil	אֶפֶס
nil	אַיִן
nix	אֶפֶס
nix	אַיִן
nada	אֶפֶס
nada	אַיִן
null	אֶפֶס
null	אַיִן
aught	אֶפֶס
aught	אַיִן
cipher	אֶפֶס
cipher	אַיִן
cypher	אֶפֶס
cypher	אַיִן
goose egg	אֶפֶס
goose egg	אַיִן
naught	אֶפֶס
naught	אַיִן
zero	אֶפֶס
zero	אַיִן
zilch	אֶפֶס
zilch	אַיִן
zip	אֶפֶס
zip	אַיִן
zippo	אֶפֶס
zippo	אַיִן
nihil	GAP!
digit	סִפְרָה
figure	סִפְרָה
decimal digit	סִפְרָה-עֶשְׂרוֹנִית
0	אֶפֶס
nought	אֶפֶס
pair	זוּג
twain	זוּג
brace	זוּג
span	זוּג
yoke	זוּג
couplet	זוּג
distich	זוּג
dyad	זוּג
duad	זוּג
twelve	תְּרֵיסָר
twelve	שְׁנֵים-עָשָׂר
12	תְּרֵיסָר
12	שְׁנֵים-עָשָׂר
XII	תְּרֵיסָר
XII	שְׁנֵים-עָשָׂר
dozen	תְּרֵיסָר
dozen	שְׁנֵים-עָשָׂר
hundred	מֵאָה
100	מֵאָה
C	מֵאָה
century	מֵאָה
one C	מֵאָה
thousand	אֶלֶף
one thousand	אֶלֶף
1000	אֶלֶף
M	אֶלֶף
K	אֶלֶף
chiliad	אֶלֶף
G	אֶלֶף
grand	אֶלֶף
thou	אֶלֶף
yard	אֶלֶף
million	מִילְיוֹן
1000000	מִילְיוֹן
one thousand thousand	מִילְיוֹן
meg	מִילְיוֹן
e	אִי
pace	צַעַד
stride	צַעַד
region	סְבִיבוֹת
neighborhood	סְבִיבוֹת
little	!מְעַט
worth	GAP!
bucketful	!דְּלִי
can	GAP!
canful	GAP!
crate	GAP!
crateful	GAP!
dustpan	GAP!
dustpanful	GAP!
jarful	!צִנְצֶנֶת
jugful	!כַּד
spoonful	כַּף
teaspoonful	כַּפִּית
dose	מִנּוּן
dosage	מִנּוּן
batch	הָמוֹן
batch	עֲרֵמָה
deal	הָמוֹן
deal	עֲרֵמָה
flock	הָמוֹן
flock	עֲרֵמָה
good deal	הָמוֹן
good deal	עֲרֵמָה
great deal	הָמוֹן
great deal	עֲרֵמָה
hatful	הָמוֹן
hatful	עֲרֵמָה
heap	הָמוֹן
heap	עֲרֵמָה
lot	הָמוֹן
lot	עֲרֵמָה
mass	הָמוֹן
mass	עֲרֵמָה
mess	הָמוֹן
mess	עֲרֵמָה
mickle	הָמוֹן
mickle	עֲרֵמָה
mint	הָמוֹן
mint	עֲרֵמָה
mountain	הָמוֹן
mountain	עֲרֵמָה
muckle	הָמוֹן
muckle	עֲרֵמָה
passel	הָמוֹן
passel	עֲרֵמָה
peck	הָמוֹן
peck	עֲרֵמָה
pile	הָמוֹן
pile	עֲרֵמָה
plenty	הָמוֹן
plenty	עֲרֵמָה
pot	הָמוֹן
pot	עֲרֵמָה
quite a little	הָמוֹן
quite a little	עֲרֵמָה
raft	הָמוֹן
raft	עֲרֵמָה
sight	הָמוֹן
sight	עֲרֵמָה
slew	הָמוֹן
slew	עֲרֵמָה
spate	הָמוֹן
spate	עֲרֵמָה
stack	הָמוֹן
stack	עֲרֵמָה
tidy sum	הָמוֹן
tidy sum	עֲרֵמָה
wad	הָמוֹן
wad	עֲרֵמָה
much	!רֹב
ocean	יָם
tons	!הָמוֹן
tons	!הַרְבֵּה
dozens	!הָמוֹן
dozens	!הַרְבֵּה
heaps	!הָמוֹן
heaps	!הַרְבֵּה
lots	!הָמוֹן
lots	!הַרְבֵּה
piles	!הָמוֹן
piles	!הַרְבֵּה
scores	!הָמוֹן
scores	!הַרְבֵּה
stacks	!הָמוֹן
stacks	!הַרְבֵּה
loads	!הָמוֹן
loads	!הַרְבֵּה
rafts	!הָמוֹן
rafts	!הַרְבֵּה
slews	!הָמוֹן
slews	!הַרְבֵּה
wads	!הָמוֹן
wads	!הַרְבֵּה
oodles	!הָמוֹן
oodles	!הַרְבֵּה
gobs	!הָמוֹן
gobs	!הַרְבֵּה
scads	!הָמוֹן
scads	!הַרְבֵּה
lashings	!הָמוֹן
lashings	!הַרְבֵּה
relations	!יְחָסִים
dealings	!יְחָסִים
function	הַתְאָמָה
mathematical function	הַתְאָמָה
single-valued function	הַתְאָמָה
map	הַתְאָמָה
mapping	הַתְאָמָה
footing	בָּסִיס
ground	בָּסִיס
communication	!תִּקְשֹׁרֶת
relevance	רֶלֶוַנְטִיּוּת
relevance	שַׁיָּכוּת
relevancy	רֶלֶוַנְטִיּוּת
relevancy	שַׁיָּכוּת
mood	!דֶּרֶךְ
mode	!דֶּרֶךְ
modality	!דֶּרֶךְ
imperative mood	צִוּוּי
imperative mood	אִימְפֶּרָטִיב
imperative	צִוּוּי
jussive mood	צִוּוּי
jussive mood	אִימְפֶּרָטִיב
imperative form	צִוּוּי
imperative form	אִימְפֶּרָטִיב
inflection	נְטִיָּה
inflexion	נְטִיָּה
conjugation	נְטִיַּת-הַפֹּעַל
declension	נְטִיַּת-הַשֵּׁם
part	!חֵלֶק
portion	!חֵלֶק
component part	!חֵלֶק
component	!חֵלֶק
constituent	!חֵלֶק
leftover	שְׁיָר
leftover	שְׁאֵרִית
remnant	שְׁיָר
remnant	שְׁאֵרִית
fatherhood	אַבְהוּת
fatherhood	אַבָּהוּת
paternity	אַבְהוּת
paternity	אַבָּהוּת
motherhood	אִמָּהוּת
maternity	אִמָּהוּת
percentage	אָחוּז
percent	אָחוּז
per centum	אָחוּז
pct	אָחוּז
ratio	יַחַס
frequency	שְׁכִיחוּת-יַחֲסִית
relative frequency	שְׁכִיחוּת-יַחֲסִית
north	צָפוֹן
due north	צָפוֹן
northward	צָפוֹן
N	צָפוֹן
north	!צָפוֹן
magnetic north	!צָפוֹן
compass north	!צָפוֹן
east	קֶדֶם
east	מִזְרָח
due east	קֶדֶם
due east	מִזְרָח
eastward	קֶדֶם
eastward	מִזְרָח
E	קֶדֶם
E	מִזְרָח
south	!דָּרוֹם
due south	!דָּרוֹם
southward	!דָּרוֹם
S	!דָּרוֹם
west	מַעֲרָב
west	יָם
due west	מַעֲרָב
due west	יָם
westward	מַעֲרָב
westward	יָם
W	מַעֲרָב
W	יָם
interpersonal chemistry	כִּימְיָה
alchemy	כִּימְיָה
correlativity	קוֹרֶלַצְיָה
seventh	!שְׁבִיעִית
hundredth	מֵאָה
comparison	!הַשְׁוָאָה
reverse	הֶפֶךְ
reverse	הִפּוּךְ
contrary	הֶפֶךְ
contrary	הִפּוּךְ
opposite	הֶפֶךְ
opposite	הִפּוּךְ
polygon	מְצֻלָּע
polygon	פּוֹלִיגוֹן
polygonal shape	מְצֻלָּע
polygonal shape	פּוֹלִיגוֹן
convex polygon	מְצֻלָּע-קָמוּר
concave polygon	מְצֻלָּע-קָעוּר
regular polygon	מְצֻלָּע-מְשֻׁכְלָל
coil	!תַּלְתַּל
whorl	!תַּלְתַּל
roll	!תַּלְתַּל
curl	!תַּלְתַּל
curlicue	!תַּלְתַּל
ringlet	!תַּלְתַּל
gyre	!תַּלְתַּל
scroll	!תַּלְתַּל
quadrangle	מְרֻבָּע
tetragon	מְרֻבָּע
trigon	מְשֻׁלָּשׁ
trilateral	מְשֻׁלָּשׁ
parallelogram	מַקְבִּילִית
pentagon	מְחֻמָּשׁ
pentagon	פֶּנְטָגוֹן
hexagon	מְשֻׁשֶּׁה
hexagon	הֶקְסָגוֹן
heptagon	מְשֻׁבָּע
heptagon	הֶפְּטָגוֹן
octagon	מְתֻמָּן
octagon	אוֹקְטָגוֹן
nonagon	מְתֻשָׁע
decagon	דֶּקָגוֹן
decagon	מְעֻשָּׂר
rhombus	רוֹמְבּוּס
rhombus	מְעֻיָּן
rhomb	רוֹמְבּוּס
rhomb	מְעֻיָּן
diamond	רוֹמְבּוּס
diamond	מְעֻיָּן
rectangle	מַלְבֵּן
bulge	!דַּבֶּשֶׁת
bump	!דַּבֶּשֶׁת
hump	!דַּבֶּשֶׁת
swelling	!דַּבֶּשֶׁת
gibbosity	!דַּבֶּשֶׁת
gibbousness	!דַּבֶּשֶׁת
jut	!דַּבֶּשֶׁת
prominence	!דַּבֶּשֶׁת
protuberance	!דַּבֶּשֶׁת
protrusion	!דַּבֶּשֶׁת
extrusion	!דַּבֶּשֶׁת
excrescence	!דַּבֶּשֶׁת
node	!גֻּלָּה
knob	!גֻּלָּה
thickening	!גֻּלָּה
column	עַמּוּד
tower	עַמּוּד
pillar	עַמּוּד
point	שְׁפִּיץ
point	חֹד
point	שִׂיא
tip	שְׁפִּיץ
tip	חֹד
tip	שִׂיא
peak	שְׁפִּיץ
peak	חֹד
peak	שִׂיא
margin	גְּבוּל
border	גְּבוּל
perimeter	גְּבוּל
space	רֶוַח
space	מִרְוָח
verticil	!דּוּר
condition	מַצָּב
condition	סְטָטוּס
status	מַצָּב
status	סְטָטוּס
situation	מַצָּב
relationship	קֶשֶׁר
relationship	יְחָסִים
company	חֶבְרָה
company	בְּצַוְתָּא
companionship	חֶבְרָה
companionship	בְּצַוְתָּא
fellowship	חֶבְרָה
fellowship	בְּצַוְתָּא
society	בְּצַוְתָּא
friendship	יְדִידוּת
friendship	רֵעוּת
friendship	חֲבֵרוּת
friendly relationship	יְדִידוּת
friendly relationship	רֵעוּת
friendly relationship	חֲבֵרוּת
membership	חֲבֵרוּת
affair	פָּרָשַׁת-אֲהָבִים
affair	רוֹמָן
affair	פַּרְשִׁיַּת-אֲהָבִים
affaire	פָּרָשַׁת-אֲהָבִים
affaire	רוֹמָן
affaire	פַּרְשִׁיַּת-אֲהָבִים
intimacy	פָּרָשַׁת-אֲהָבִים
intimacy	רוֹמָן
intimacy	פַּרְשִׁיַּת-אֲהָבִים
liaison	פָּרָשַׁת-אֲהָבִים
liaison	רוֹמָן
liaison	פַּרְשִׁיַּת-אֲהָבִים
involvement	פָּרָשַׁת-אֲהָבִים
involvement	רוֹמָן
involvement	פַּרְשִׁיַּת-אֲהָבִים
amour	פָּרָשַׁת-אֲהָבִים
amour	רוֹמָן
amour	פַּרְשִׁיַּת-אֲהָבִים
environment	סוֹבֵב
inclusion	הִכָּלְלוּת
incubus	סִיּוּט
degree	שָׁלָב
degree	נְקֻדָּה
level	שָׁלָב
level	נְקֻדָּה
stage	שָׁלָב
stage	נְקֻדָּה
point	שָׁלָב
acme	שִׂיא
acme	פִּסְגָּה
height	שִׂיא
height	פִּסְגָּה
elevation	שִׂיא
elevation	פִּסְגָּה
pinnacle	שִׂיא
pinnacle	פִּסְגָּה
summit	שִׂיא
superlative	שִׂיא
superlative	פִּסְגָּה
meridian	שִׂיא
meridian	פִּסְגָּה
tiptop	שִׂיא
tiptop	פִּסְגָּה
top	שִׂיא
extent	הֶקֵּף
extent	מִדָּה
event	מִקְרֶה
hinge	!צִיר
status	מַעֲמָד
status	מִצָּב
position	סְטָטוּס
position	מַעֲמָד
position	מִצָּב
social station	מַעֲמָד חֶבְרָתִי
social status	מַעֲמָד חֶבְרָתִי
social rank	מַעֲמָד חֶבְרָתִי
rank	מַעֲמָד חֶבְרָתִי
handmaid	!מְשָׁרֵת
handmaiden	!מְשָׁרֵת
servant	!מְשָׁרֵת
being	!יֵשׁ
beingness	!יֵשׁ
existence	!יֵשׁ
eternity	!נֶצַח
timelessness	!נֶצַח
timeless existence	!נֶצַח
rest	תַּרְדֵּמַת-נֶצַח
rest	שְׁנַת-נֶצַח
rest	שְׁנַת-עוֹלָם
eternal rest	תַּרְדֵּמַת-נֶצַח
eternal rest	שְׁנַת-נֶצַח
eternal rest	שְׁנַת-עוֹלָם
sleep	תַּרְדֵּמַת-נֶצַח
sleep	שְׁנַת-נֶצַח
sleep	שְׁנַת-עוֹלָם
eternal sleep	תַּרְדֵּמַת-נֶצַח
eternal sleep	שְׁנַת-נֶצַח
eternal sleep	שְׁנַת-עוֹלָם
quietus	תַּרְדֵּמַת-נֶצַח
quietus	שְׁנַת-נֶצַח
quietus	שְׁנַת-עוֹלָם
virginity	בְּתוּלִים
unemployment	אַבְטָלָה
order	סֵדֶר
tranquillity	!שַׁלְוָה
tranquility	!שַׁלְוָה
quiet	!שַׁלְוָה
peace	שָׁלוֹם
accord	!הֶסְכֵּם
rioting	!הִתְפָּרְעוּת
riot	!הִתְפָּרְעוּת
tempest	סְעָרָה
agitation	תְּסִיסָה
agitation	!תְּסִיסָה
ferment	!תְּסִיסָה
fermentation	!תְּסִיסָה
tempestuousness	תְּסִיסָה
tempestuousness	!תְּסִיסָה
unrest	תְּסִיסָה
unrest	!תְּסִיסָה
ecstasy	הִתְרוֹמְמוּת-רוּחַ
ecstasy	הִתְעַלּוּת-הַנֶּפֶשׁ
ecstasy	הִתְעַלּוּת
rapture	הִתְרוֹמְמוּת-רוּחַ
rapture	הִתְעַלּוּת-הַנֶּפֶשׁ
rapture	הִתְעַלּוּת
transport	הִתְרוֹמְמוּת-רוּחַ
transport	הִתְעַלּוּת-הַנֶּפֶשׁ
transport	הִתְעַלּוּת
exaltation	הִתְרוֹמְמוּת-רוּחַ
exaltation	הִתְעַלּוּת-הַנֶּפֶשׁ
exaltation	הִתְעַלּוּת
raptus	הִתְרוֹמְמוּת-רוּחַ
raptus	הִתְעַלּוּת-הַנֶּפֶשׁ
raptus	הִתְעַלּוּת
mourning	אֵבֶל
mourning	אֲבֵלוּת
bereavement	אֵבֶל
bereavement	אֲבֵלוּת
innocence	חַפּוּת
guiltiness	אַשְׁמָה
independence	עַצְמָאוּת
independency	עַצְמָאוּת
detention	!מַעֲצָר
detainment	!מַעֲצָר
hold	!מַעֲצָר
action	!פְּעִילוּת
activity	!פְּעִילוּת
activeness	!פְּעִילוּת
hibernation	תַּרְדֵּמָה
hibernation	תַּרְדֵּמַת-חֹרֶף
hibernation	!תַּרְדֵּמָה
slumber	שֵׁנָה
fatigue	לֵאוּת
fatigue	עֲיֵפוּת
weariness	לֵאוּת
weariness	עֲיֵפוּת
tiredness	לֵאוּת
tiredness	עֲיֵפוּת
drunkenness	שִׁכָּרוֹן
drunkenness	שִׁכְרוּת
inebriation	שִׁכָּרוֹן
inebriation	שִׁכְרוּת
inebriety	שִׁכָּרוֹן
inebriety	שִׁכְרוּת
intoxication	שִׁכָּרוֹן
intoxication	שִׁכְרוּת
tipsiness	שִׁכָּרוֹן
tipsiness	שִׁכְרוּת
insobriety	שִׁכָּרוֹן
insobriety	שִׁכְרוּת
sleep	שֵׁנָה
sopor	שֵׁנָה
erection	זִקְפָּה
hard-on	זִקְפָּה
materialism	חָמְרָנוּת
philistinism	חָמְרָנוּת
hunger	כָּפָן
hungriness	כָּפָן
sterility	עֲקָרוּת
sterility	אִי-פּוֹרִיּוּת
infertility	עֲקָרוּת
infertility	אִי-פּוֹרִיּוּת
pregnancy	הֵרָיוֹן
gestation	הֵרָיוֹן
maternity	הֵרָיוֹן
ailment	!מַחֲלָה
complaint	!מַחֲלָה
ill	!מַחֲלָה
illness	מַחֲלָה
unwellness	מַחֲלָה
malady	מַחֲלָה
sickness	מַחֲלָה
disease	!מַחֲלָה
malaria	קַדַּחַת
malaria	קַדַּחַת-הַבִּצּוֹת
malaria	מָלַרְיָה
convulsion	עֲוִית
convulsion	פִּרְכּוּס
sclerosis	טָרֶשֶׁת
sclerosis	סְקְלֶרוֹזִיס
induration	טָרֶשֶׁת
induration	סְקְלֶרוֹזִיס
diabetes	דִּיאָבֶּטִיס
diabetes	סֻכֶּרֶת
influenza	גְּרִיפָּה
influenza	שַׁפַּעַת
flu	גְּרִיפָּה
flu	שַׁפַּעַת
grippe	גְּרִיפָּה
grippe	שַׁפַּעַת
measles	חַצֶּבֶת
rubeola	חַצֶּבֶת
morbilli	חַצֶּבֶת
German measles	!אַדֶּמֶת
rubella	!אַדֶּמֶת
three-day measles	!אַדֶּמֶת
epidemic roseola	!אַדֶּמֶת
blindness	עִוָּרוֹן
blindness	עִוְּרוּת
blindness	סַמְיוּת-עֵינַיִם
sightlessness	עִוָּרוֹן
sightlessness	עִוְּרוּת
sightlessness	סַמְיוּת-עֵינַיִם
cecity	עִוָּרוֹן
cecity	עִוְּרוּת
cecity	סַמְיוּת-עֵינַיִם
cholera	כוֹלֶרָה
cholera	כּוֹלֶרָה
cholera	חֳלִירַע
Asiatic cholera	כוֹלֶרָה
Asiatic cholera	כּוֹלֶרָה
Asiatic cholera	חֳלִירַע
Indian cholera	כוֹלֶרָה
Indian cholera	כּוֹלֶרָה
Indian cholera	חֳלִירַע
epidemic cholera	כוֹלֶרָה
epidemic cholera	כּוֹלֶרָה
epidemic cholera	חֳלִירַע
syphilis	עַגֶּבֶת
syphilis	סִיפִילִיס
syph	עַגֶּבֶת
syph	סִיפִילִיס
pox	עַגֶּבֶת
pox	סִיפִילִיס
lues venerea	עַגֶּבֶת
lues venerea	סִיפִילִיס
lues	עַגֶּבֶת
lues	סִיפִילִיס
leprosy	מַחֲלַת-הַנְסֶן
leprosy	צָרַעַת
Hansen's disease	מַחֲלַת-הַנְסֶן
Hansen's disease	צָרַעַת
mumps	חֲזֶרֶת
epidemic parotitis	חֲזֶרֶת
plague	דֶּבֶר
pestilence	דֶּבֶר
pest	דֶּבֶר
pestis	דֶּבֶר
whooping cough	שַׁעֶלֶת
pertussis	שַׁעֶלֶת
asthma	אַסְתְּמָה
asthma	קַצֶּרֶת
asthma	גַּנַּחַת
asthma attack	אַסְתְּמָה
asthma attack	קַצֶּרֶת
asthma attack	גַּנַּחַת
bronchial asthma	אַסְתְּמָה
bronchial asthma	קַצֶּרֶת
bronchial asthma	גַּנַּחַת
ulcer	כִּיב
ulceration	כִּיב
blight	שִׁדָּפוֹן
tumor	גִּדּוּל
tumour	גִּדּוּל
neoplasm	גִּדּוּל
cancer	סַרְטָן
malignant neoplastic disease	סַרְטָן
bruise	חַבּוּרָה
contusion	חַבּוּרָה
scald	!כְּוִיָּה
tan	שִׁזּוּף
tan	שִׁזָּפוֹן
suntan	שִׁזּוּף
suntan	שִׁזָּפוֹן
sunburn	שִׁזּוּף
sunburn	שִׁזָּפוֹן
burn	שִׁזּוּף
burn	שִׁזָּפוֹן
fracture	שֶׁבֶר
break	שֶׁבֶר
hernia	הֶרְנְיָה
hernia	בֶּקַע
herniation	הֶרְנְיָה
herniation	בֶּקַע
wound	פֶּצַע
lesion	פֶּצַע
sneeze	הִתְעַטְּשׁוּת
sneeze	עֲטִישָׁה
sneeze	עִטּוּשׁ
sneezing	הִתְעַטְּשׁוּת
sneezing	עֲטִישָׁה
sneezing	עִטּוּשׁ
sternutation	הִתְעַטְּשׁוּת
sternutation	עֲטִישָׁה
sternutation	עִטּוּשׁ
swelling	!נְפִיחוּת
puffiness	!נְפִיחוּת
lump	!נְפִיחוּת
ache	!מֵחוּשׁ
ache	!כְּאֵב
aching	!מֵחוּשׁ
aching	!כְּאֵב
Passion	פַּסְיוֹן
Passion of Christ	פַּסְיוֹן
stitch	GAP!
heartburn	צָרֶבֶת
pyrosis	צָרֶבֶת
laminitis	לָמִינִיטִיס
founder	לָמִינִיטִיס
nausea	קְבָס
sickness	קְבָס
sickness	בְּחִילָה
constipation	עֲצִירוּת
irregularity	עֲצִירוּת
diarrhea	שִׁלְשׁוּל
diarrhoea	שִׁלְשׁוּל
looseness of the bowels	שִׁלְשׁוּל
looseness	שִׁלְשׁוּל
hallucination	הָלוּצִינַצְיָה
hallucination	הֲזָיָה
sanity	שְׁפִיּוּת
saneness	שְׁפִיּוּת
phobia	בַּעַת
phobia	פוֹבְּיָה
phobic disorder	בַּעַת
phobic disorder	פוֹבְּיָה
phobic neurosis	בַּעַת
phobic neurosis	פוֹבְּיָה
stammer	גִּמְגּוּם
stutter	גִּמְגּוּם
job	בְּעָיָה
loneliness	בְּדִידוּת
solitariness	בְּדִידוּת
